n07851443 double_cream
n02407763 beefalo
n02892201 brass
n02892201 memorial_tablet
n02892201 plaque
n10605253 skier
n03024518 choke
n03038870 clavichord
n01321456 adult
n07869937 kedgeree
n03077616 common_room
n00445055 surfing
n03036469 civilian_clothing
n03036469 civilian_dress
n03036469 plain_clothes
n07840520 worcestershire
n07840520 worcestershire_sauce
n07752264 victoria_plum
n02485536 vervet
n04377057 system
n02018027 coot
n02447366 badger
n03123666 cover_plate
n03075370 combination_lock
n04350688 sugar_refinery
n11695599 pawpaw
n11695599 papaw
n12843557 lesser_calamint
n15091129 vitamin_b1
n15091129 thiamine
n15091129 thiamin
n15091129 aneurin
n02608547 hogfish
n03891051 parka
n03891051 windbreaker
n03891051 anorak
n03498662 hatchback
n02900160 bridle
n11735053 hepatica
n03039015 clavier
n03039015 klavier
n04595762 wirework
n04595762 grillwork
n05454833 sickle_cell
n02699494 altar
n07734017 tomato
n04580493 white_goods
n02091134 whippet
n03177059 departure_lounge
n07727048 kidney_bean
n03281673 elevator_shaft
n03708036 magnetic_tape
n03708036 tape
n11903671 celandine
n11903671 greater_celandine
n11903671 swallowwort
n11903671 chelidonium_majus
n02732572 arabesque
n03529175 home_room
n03529175 homeroom
n11949402 chamomile
n11949402 camomile
n07884567 alcohol
n07884567 alcoholic_drink
n07884567 alcoholic_beverage
n07884567 intoxicant
n04292414 bat
n12205694 herb
n12205694 herbaceous_plant
n02951843 canopy
n07610620 baked_alaska
n13103877 snag
n03393017 free_house
n02895008 breast_implant
n07593774 ready_mix
n13201969 woodsia
n11931540 artemisia_vulgaris
n03928116 piano
n03928116 pianoforte
n01397871 seagrass
n07902121 ethyl_alcohol
n09283767 foreland
n12099342 sea_lavender
n12099342 statice
n07806774 green_salad
n03975788 needlepoint
n12815838 calabash
n12064389 fragrant_orchid
n03585875 ironing
n03196990 dsl
n02105641 bobtail
n04110654 rotary_engine
n07854813 swiss_cheese
n12034141 zinnia
n12034141 old_maid
n08578517 benthos
n12428076 martagon
n07696728 chicken_sandwich
n02880546 string
n01469103 sea_squirt
n02406859 devon
n04232153 skullcap
n12522894 sissoo
n12522894 dalbergia_sissoo
n02631041 marlin
n11875691 cabbage
n11875691 brassica_oleracea
n02919414 bundle
n02919414 sheaf
n04464125 track
n03259009 dustpan
n07696527 butty
n04518132 vacuum_flask
n04182322 shaft
n03426574 gas_turbine
n01469723 salp
n01469723 salpa
n07560903 diet
n02327656 arctic_hare
n12675876 japanese_honeysuckle
n12675876 lonicera_japonica
n03890514 totalisator
n07935379 oolong
n03063485 coffee_mill
n04206356 shotgun
n03200231 dining_area
n02390834 onager
n03983612 poplin
n03544238 hour_hand
n03652932 leash
n03652932 tether
n03652932 lead
n02838958 bill
n02838958 billhook
n07577538 nosh
n01972541 cuttlefish
n01972541 cuttle
n12112008 grama
n12112008 gramma
n07852919 cheddar
n07852919 cheddar_cheese
n07852919 american_cheese
n04480853 triangle
n02873839 booth
n02873839 cubicle
n02873839 stall
n02873839 kiosk
n03059103 coat_rack
n07936548 soda_water
n07936548 carbonated_water
n07936548 club_soda
n07936548 seltzer
n07936548 sparkling_water
n03993703 pound
n03993703 dog_pound
n04077430 reproducer
n03496296 harpsichord
n03496296 cembalo
n03592245 jail
n03592245 jailhouse
n03592245 gaol
n03592245 clink
n03592245 slammer
n03592245 poky
n03592245 pokey
n01807105 tragopan
n08500819 interplanetary_space
n04953296 glint
n04021028 pullover
n03503233 header
n03503233 lintel
n02776825 balaclava
n12908093 wild_tobacco
n12908093 nicotiana_rustica
n02220518 army_ant
n03451365 grade_separation
n03916385 perfumery
n02804414 bassinet
n02075612 omnivore
n03289985 ensemble
n02060411 shearwater
n13579829 cordage
n04447276 dusting_powder
n01959985 cockle
n03574555 institution
n03205304 direction_finder
n03779000 module
n02874750 bootstrap
n04542858 wading_pool
n03727465 master_bedroom
n01332181 marburg_virus
n04461879 toy
n03032252 cinema
n03032252 movie_theater
n03032252 movie_theatre
n03032252 movie_house
n03032252 picture_palace
n12340383 tupelo
n03623556 knife
n11782761 amorphophallus
n07591473 fish_stew
n02590702 sea_bream
n02590702 bream
n03436417 gift_shop
n04390977 tap
n04390977 spigot
n04431745 thumbtack
n04431745 pushpin
n15089258 vitamin
n02416880 billy
n02416880 billy_goat
n02977330 cashmere
n12950126 valerian
n03306385 express
n03306385 limited
n07808904 tabbouleh
n03438661 glass
n07932841 tea
n07932841 tea_leaf
n10507482 rapper
n03528100 home
n03528100 nursing_home
n03528100 rest_home
n07567139 coloring
n07567139 colouring
n07567139 food_coloring
n07567139 food_colouring
n07567139 food_color
n04498873 turbogenerator
n02786837 bandsaw
n02786837 band_saw
n13132034 peduncle
n02800497 basement
n02800497 cellar
n02138441 meerkat
n07873807 pizza
n07873807 pizza_pie
n01733957 gopher_snake
n04967801 sage_green
n11653126 totara
n03070396 colliery
n03070396 pit
n04590021 window_seat
n02104184 attack_dog
n02071028 grampus
n07759424 muscadine
n02283201 moth
n03266371 eggbeater
n03436549 gift_wrapping
n13876561 helix
n13876561 spiral
n01839750 yellowhammer
n07607707 lozenge
n03493792 hardware
n03493792 ironware
n02835271 tandem_bicycle
n02835271 tandem
n03929855 pickelhaube
n03553486 hydrometer
n03553486 gravimeter
n03092656 console
n07866015 croquette
n02127052 lynx
n02127052 catamount
n08614632 fairground
n02185167 crab_louse
n02185167 crab
n12836508 five_spot
n02790823 barbed_wire
n02715229 antenna
n02715229 aerial
n12371439 kiwi
n04265428 space_helmet
n03980026 pomade
n03912218 pennywhistle
n03912218 tin_whistle
n03912218 whistle
n02344528 lemming
n03718935 manse
n04259468 sabaton
n02457945 unai
n01955933 bivalve
n02840245 binder
n03237212 dress_blues
n03129848 creel
n07565259 board
n07565259 table
n03605417 jump_seat
n04347754 submarine
n03423877 gas_lamp
n03667235 lighting
n07855105 gruyere
n13900422 column
n13900422 tower
n13900422 pillar
n03429288 gauge
n03429288 gage
n07696625 ham_sandwich
n02109047 great_dane
n12814643 catalpa
n06359657 portal_site
n06359657 portal
n04535370 villa
n02950826 cannon
n02735361 arc_lamp
n02735361 arc_light
n13872592 cone
n13872592 conoid
n13872592 cone_shape
n02629230 bonito
n03124590 cattle_pen
n03124590 corral
n11892637 stock
n02084071 dog
n02084071 domestic_dog
n02084071 canis_familiaris
n02692513 air_pump
n02692513 vacuum_pump
n04557648 water_bottle
n04582869 wicket
n02196896 apple_maggot
n02865931 bolt
n02865931 deadbolt
n09218315 honeycomb
n01514752 gamecock
n07750872 apricot
n04346679 stylus
n11524451 wave
n02871147 bookmark
n07768318 seckel
n07594066 cake_mix
n02431976 sika
n11756092 acacia
n12303083 forsythia
n01861778 mammal
n01861778 mammalian
n04238763 slide_rule
n07570720 nourishment
n07570720 nutrition
n07570720 sustenance
n07570720 aliment
n07570720 alimentation
n07570720 victuals
n03982642 poop_deck
n04275661 spike
n04437953 timepiece
n04437953 timekeeper
n03030880 cigarette_butt
n07744559 black_currant
n02327028 jackrabbit
n09206896 arroyo
n01684133 skink
n02953197 cantilever_bridge
n03111690 correctional_institution
n09287968 geological_formation
n09287968 formation
n02384741 steeplechaser
n12080395 butterfly_orchid
n03413264 galvanometer
n06614901 outtake
n12261808 american_beech
n12261808 white_beech
n12261808 fagus_grandifolia
n02714535 anode
n11624192 atlas_cedar
n11624192 cedrus_atlantica
n07913882 collins
n07913882 tom_collins
n03423479 gas_heater
n03986704 portico
n13111881 bonsai
n02624551 shiner
n02946824 camshaft
n02450561 american_marten
n03782190 monitor
n03782190 monitoring_device
n04132603 shamisen
n01934440 annelid
n01934440 annelid_worm
n07569644 graham_flour
n07569644 graham
n01322685 cub
n01880473 potoroo
n02687821 hangar
n02966545 claw_hammer
n02966545 clawhammer
n04266014 space_shuttle
n03474167 habit
n07730708 celeriac
n07730708 celery_root
n03821145 neutron_bomb
n04973020 tan
n04973020 topaz
n07693725 bagel
n07693725 beigel
n12130549 timothy
n06793231 sign
n12477583 maguey
n03896103 passenger_ship
n01782516 red_spider
n02169705 flea_beetle
n03130233 crematory
n03130233 crematorium
n12273939 valley_oak
n12273939 roble
n11707229 sassafras
n11707229 sassafras_albidum
n12708293 orange
n12708293 orange_tree
n00448466 skating
n03612814 kettle
n03612814 boiler
n12947313 cornus_florida
n04586072 windbreak
n04586072 shelterbelt
n07845863 homogenized_milk
n02910145 bucket_seat
n02076402 crabeater_seal
n02817650 beater
n03211616 display_panel
n03211616 display_board
n03211616 board
n03775071 mitten
n01561732 wheatear
n03680355 loafer
n02761034 automatic_transmission
n06255613 paper
n11711764 magnolia_virginiana
n03075768 comforter
n03075768 pacifier
n05451384 lymphocyte
n02902079 brim
n12634429 crab_apple
n12634429 crabapple
n01800424 chachalaca
n04498523 turbine
n03114839 cotter
n13132338 flower_cluster
n01455778 pipefish
n01455778 needlefish
n03334912 fifth_wheel
n03334912 spare
n02381364 grey
n02381364 gray
n12725521 osier
n02649546 flathead
n03610098 keep
n03610098 donjon
n03610098 dungeon
n02842809 birch
n01990516 squilla
n02764398 axe_handle
n04208760 showboat
n04505036 typewriter
n01804163 golden_pheasant
n12350758 canna
n04192858 shield
n07574176 potluck
n12485653 buddleia
n07876550 scampi
n12033139 cocklebur
n02873623 boot_camp
n02382204 hack
n02382204 jade
n02382204 nag
n02382204 plug
n03512911 helm
n11930788 white_sage
n11930788 cudweed
n08658309 soil_horizon
n02861658 bodkin
n02403325 bull
n04113406 roulette_wheel
n04113406 wheel
n02925107 bushing
n04534520 videotape
n03443371 goblet
n03045337 cloak
n03638180 lander
n04568841 webbing
n02932400 cabin
n03675235 linotype
n03675235 linotype_machine
n03219010 doyley
n02925666 buskin
n02925666 combat_boot
n02863536 bofors_gun
n04520170 van
n01498699 butterfly_ray
n09452291 swale
n07803779 cracked_wheat
n09268007 divot
n03766935 millstone
n03882611 paneling
n03882611 panelling
n03882611 pane
n01318053 stocker
n12070016 laelia
n03535024 hope_chest
n04385799 tail_rotor
n02896294 loincloth
n07904293 slivovitz
n02675522 achromatic_lens
n03517509 hibachi
n01594787 barn_swallow
n00444937 snorkeling
n03315990 facing
n03315990 veneer
n04230808 skirt
n02402010 bovine
n13098962 phloem
n13098962 bast
n04566257 weaponry
n04566257 arms
n04566257 weapons_system
n04566257 munition
n04590263 windowsill
n02070776 vaquita
n02669295 abutment
n04389430 tankard
n03498441 hatbox
n03934656 pieta
n03953020 business_establishment
n07721942 cayenne
n07721942 cayenne_pepper
n04584373 wigwam
n12587803 coconut
n12587803 coconut_palm
n12587803 coco
n12587803 coconut_tree
n12587803 cocos_nucifera
n03661043 library
n09763784 acquaintance
n09763784 friend
n07608339 nougat
n12157056 kernel
n03061505 cockpit
n03727946 mat
n03847471 onion_dome
n07854184 mozzarella
n13025647 yeast
n09249034 col
n09249034 gap
n02147947 pipistrelle
n02147947 pipistrel
n02089725 american_foxhound
n03690938 lotion
n03689157 loom
n01984695 spiny_lobster
n01984695 rock_lobster
n01984695 crawfish
n01984695 crayfish
n07842308 scrambled_eggs
n01981276 king_crab
n03279153 electronic_instrument
n12483625 bear_grass
n01651487 cricket_frog
n03665924 light_bulb
n03665924 lightbulb
n03665924 bulb
n03665924 incandescent_lamp
n03665924 electric_light
n01636829 dusky_salamander
n02833793 bevel_gear
n03715275 malacca
n12840749 bugle
n04272389 spectator
n01667432 musk_turtle
n04082710 retaining_wall
n02627835 bonito
n02906734 broom
n01889074 insectivore
n02018795 bustard
n09666883 kachina
n02898711 bridge
n02898711 span
n01735439 thamnophis_sirtalis
n04281260 spittoon
n03359436 flash_memory
n02087394 rhodesian_ridgeback
n03627232 knot
n09396465 point
n04247544 smoothbore
n02631330 blue_marlin
n01490112 whitetip_shark
n12402348 banyan
n12402348 banyan_tree
n12402348 banian
n02019190 great_bustard
n04365112 surrey
n02255391 woolly_adelgid
n07600506 candied_fruit
n07600506 succade
n00470830 hurling
n12917901 spurge
n02508742 ringtail
n02508742 civet_cat
n02446206 striped_skunk
n02241426 true_bug
n02047614 puffin
n04436329 timber
n12027222 salsify
n13882487 heptagon
n01903346 scute
n02619165 goby
n02619165 gudgeon
n03709960 mailbag
n03709960 mail_pouch
n03795976 movie_projector
n03795976 film_projector
n03489162 hand_tool
n07936015 spring_water
n11939699 bellis_perennis
n02545841 opah
n03224490 doppler_radar
n03256788 dune_buggy
n11549895 zoospore
n01978930 swimming_crab
n13226320 quillwort
n12642090 wild_cherry
n02305636 tiger_moth
n02920658 bunker
n03320046 fan
n05486510 cerebral_cortex
n05486510 pallium
n05486510 cortex
n04335209 street
n02917377 bullhorn
n04022866 pump_room
n03391301 frame
n12022382 pyrethrum
n03155502 cyclopean_masonry
n04477219 treadmill
n04477219 treadwheel
n02851939 blindfold
n03058603 coating
n02105855 shetland_sheepdog
n02105855 shetland
n02532451 pacific_herring
n03978815 polonaise
n03322836 farmhouse
n02853218 blockade
n04262530 sounding_rocket
n12414329 iris_pallida
n04300509 stamper
n03303831 exhibition_hall
n03303831 exhibition_area
n02901114 briefs
n12717072 ailanthus
n10514429 referee
n10514429 ref
n03718458 manor
n03718458 manor_house
n04328186 stopwatch
n04328186 stop_watch
n04541987 voting_booth
n03054901 clutch
n03547397 howdah
n02946127 belfry
n04970916 pink
n03381231 forceps
n07815839 black_pepper
n01526521 songbird
n01526521 songster
n02859184 boater
n02859184 leghorn
n02859184 panama
n02859184 panama_hat
n02859184 sailor
n02859184 skimmer
n02859184 straw_hat
n07591330 scouse
n03210683 dispenser
n04289576 spritsail
n03767203 mill_wheel
n12358293 cardamom
n02026629 surfbird
n03374372 fly_rod
n11650558 yellowwood
n11989393 edelweiss
n01812662 rock_dove
n01812662 rock_pigeon
n01812662 columba_livia
n04001845 pressure_suit
n02872752 boot
n03977158 pole
n01484285 shortfin_mako
n03423306 gas_gun
n12590715 palm_kernel
n03916470 perfumery
n04969952 purplish_blue
n04969952 royal_blue
n02625612 spanish_mackerel
n02091032 italian_greyhound
n07828987 vinegar
n03522634 hitch
n01991520 pill_bug
n03900393 pave
n02325722 eastern_cottontail
n12997919 mushroom
n12890685 brooklime
n01322898 lion_cub
n11621547 christmas_tree
n11621547 abies_alba
n01848123 teal
n04233295 skywalk
n02769290 backhoe
n04530566 vessel
n04530566 watercraft
n12992868 fungus
n03655072 legging
n07896287 dessert_wine
n11970101 cudweed
n02767956 backbench
n01637112 climbing_salamander
n02112018 pomeranian
n03283221 emergency_room
n07727868 green_bean
n03776877 moccasin
n01847407 dabbling_duck
n12513933 redbud
n12593994 date_palm
n12593994 phoenix_dactylifera
n02574271 cobia
n02443015 american_mink
n02416519 goat
n07860331 grenadine
n01953361 cowrie
n01953361 cowry
n04462240 toyshop
n02480855 gorilla
n03210552 dispensary
n02923129 burner
n01576695 starling
n07741357 pearmain
n01884476 thylacine
n01884476 tasmanian_tiger
n13863020 pencil
n13138308 drupe
n13138308 stone_fruit
n02108089 boxer
n03537241 horn
n03622526 klystron
n02794008 barograph
n03824713 night_light
n03469493 gunlock
n03469493 firing_mechanism
n04554684 washer
n04554684 washing_machine
n02034661 stilt
n02034661 longlegs
n04235646 sleeper
n04264914 spacecraft
n04264914 space_vehicle
n02103406 working_dog
n04215153 sidesaddle
n02089555 foxhound
n04123740 saddle
n03792048 mound
n03792048 hill
n03112869 corset
n03112869 girdle
n03112869 stays
n03297226 espalier
n04079244 residence
n03207941 dishwasher
n03207941 dish_washer
n03722288 marketplace
n03722288 market_place
n03722288 mart
n03722288 market
n02786611 bandolier
n01556182 spotted_flycatcher
n01582856 australian_magpie
n07864934 chili
n03135532 cross
n03569494 inflator
n02045864 razorbill
n03170292 decoupage
n07890226 porter
n04396808 tea_bag
n09403427 rainbow
n03059934 cobweb
n04472961 transom
n04472961 traverse
n02846874 blackface
n03886762 paper_clip
n03886762 paperclip
n03196324 digital_computer
n02841315 binoculars
n02841315 field_glasses
n02841315 opera_glasses
n11887119 wallflower
n04479939 trestle_bridge
n03374838 fob
n07886849 beer
n07611839 mousse
n01386182 commensal
n02177775 deathwatch_beetle
n02177775 deathwatch
n01961985 pearl_oyster
n09344724 maar
n06275471 radiotelegraph
n06275471 radiotelegraphy
n06275471 wireless_telegraphy
n02783324 ballroom
n02783324 dance_hall
n02824058 stein
n03061893 cockscomb
n03061893 coxcomb
n04295881 stadium
n04295881 bowl
n04295881 arena
n04295881 sports_stadium
n03122295 covered_wagon
n03122295 conestoga_wagon
n03122295 conestoga
n03122295 prairie_schooner
n03398228 frock_coat
n03427202 gat
n03427202 rod
n03855333 oriel
n03855333 oriel_window
n02391994 rhinoceros
n02391994 rhino
n07935737 bottled_water
n04405762 television_monitor
n04405762 tv_monitor
n04039848 radar
n04039848 microwave_radar
n04039848 radiolocation
n04439712 tinfoil
n04439712 tin_foil
n10223177 jockey
n07860447 maple_syrup
n03948242 piste
n02309841 corn_borer
n02704645 amphibian
n02704645 amphibious_aircraft
n01998741 acorn_barnacle
n07591162 oyster_stew
n01713764 tyrannosaur
n01713764 tyrannosaurus
n01713764 tyrannosaurus_rex
n02628600 skipjack
n02628600 skipjack_tuna
n03819448 nest_egg
n02940570 caller_id
n01555004 pitta
n09792969 anchor
n09792969 anchorman
n09792969 anchorperson
n01546039 scrubbird
n13077033 mold
n13077033 mould
n01848840 baldpate
n04465666 tractor
n02599347 weakfish
n06892775 concert
n02733213 arcade
n02733213 colonnade
n03799610 munition
n03799610 ordnance
n03799610 ordnance_store
n01811243 dodo
n01633781 giant_salamander
n02204907 armyworm
n03335030 fighter
n03335030 fighter_aircraft
n03335030 attack_aircraft
n03661340 lid
n09399592 promontory
n09399592 headland
n09399592 head
n09399592 foreland
n04392764 tape_drive
n04392764 tape_transport
n04392764 transport
n03474779 hacksaw
n01828556 kookaburra
n04282992 spode
n07852229 stilton
n04041747 radio_antenna
n12365158 maria
